,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,p,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,d,Copyright holder (R),,,,,,,http://rdaregistry.info/Elements/i/P40021,has owner agent,unstructured description,,"""Copyright holder: "" [$d value]]",,
1,p,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,e,Copyright holder contact information (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,unstructured description,,"""Copyright holder contact information: "" [$d value]",,
2,p,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,g,Copyright date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30007,has copyright date,unstructured description,,©[$g value],,"Record a value of the copyright symbol (©) or the phonogram copyright symbol (℗) followed by the date. If the appropriate symbol cannot be reproduced, record copyright or phonogram copyright."
3,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,g,Copyright date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30273,has related timespan of manifestation,,,,,
4,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,g,Copyright date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,,,,,
5,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30008,has date of distribution,,,,,
6,p,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,unstructured description,,,,
7,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30273,has related timespan of manifestation,,,,,
8,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,i,Publication date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,,,,,
9,p,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30009,has date of production,unstructured description,,"""Creation date: "" [$j value]",,
10, ,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30010,has date of manufacture, ,, ,,
11, ,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation, ,, ,,
12,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,j,Creation date (NR),,,,,,,http://rdaregistry.info/Elements/m/P30273,has related timespan of manifestation,,,,,
13,p,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30083,has publisher agent,unstructured description,,"Publisher: "" [$k value]",,
14,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30088,has place of publication,,,,,
15,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
16,,542,INFORMATION RELATING TO COPYRIGHT STATUS (R),Privacy,*,,Undefined,*,,,,k,Publisher (R),,,,,,,http://rdaregistry.info/Elements/m/P30176,has name of publisher,,,,,
