,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,DELETE,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,b,Date 1 (B.C.E. date) (NR),,,,,,,http://rdaregistry.info/Elements/e/P20004,has date of capture,,,,,
1,DELETE,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,c,Date 1 (C.E. date) (NR),,,,,,,http://rdaregistry.info/Elements/e/P20004,has date of capture,,,,,
2,DELETE,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,d,Date 2 (B.C.E. date) (NR),,,,,,,http://rdaregistry.info/Elements/e/P20004,has date of capture,,,,,
3,DELETE,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,k,Beginning or single date created,,,,,,,http://rdaregistry.info/Elements/e/P20004,has date of capture,,,,,
4,DELETE,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,l,Ending date created (NR),,,,,,,http://rdaregistry.info/Elements/e/P20004,has date of capture,,,,,
5,DELETE,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,o,Single or starting date for aggregated content (NR),,,,,,,http://rdaregistry.info/Elements/e/P20004,has date of capture,,,,,
6,DELETE,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,p,Ending date for aggregated content,,,,,,,http://rdaregistry.info/Elements/e/P20004,has date of capture,,,,,
7,delete,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,a,Type of date code (NR),,,,,,,,,identifier,"The value of this property is not a date, but instead a code that describes a date",,,"Original RDA Registry mapping had this go to P20002 ""date of capture"", but the value here is a code, not a date -MCM 2021-12-15"
8,delete,46,SPECIAL CODED DATES (R),Type of entity,1,Work,Undefined,*,,,,a,Type of date code (NR),*,,,,,,,,identifier,"The value of this property is not a date, but instead a code that describes a date",,,"Original RDA Registry mapping had this go to P10317 ""related timespan of work"", but it's not a date, it's a code -MCM 2021-12-15"
9,delete,46,SPECIAL CODED DATES (R),Type of entity,2,Expression,Undefined,*,,,,a,Type of date code (NR),*,,,,,,,,identifier,"The value of this property is not a date, but instead a code that describes a date",,,"Original RDA Registry mapping had this go to P20307 ""related timespan of expression"", but it's not a date, it's a code -MCM 2021-12-15"
10,delete,46,SPECIAL CODED DATES (R),Type of entity,3,Manifestation,Undefined,*,,,,a,Type of date code (NR),*,,,,,,,,identifier,"The value of this property is not a date, but instead a code that describes a date",,,"Original RDA Registry mapping had this go to P30273 ""related timespan of manifestation"", but it's not a date, it's a code -MCM 2021-12-15"
11,delete,46,SPECIAL CODED DATES (R),Type of entity,*,,Undefined,*,,,,"b, c, d, e",,,,046 $a,n,,,,, ,"When $a=n, the dates are unknown; the value will be ""uuuu""",,,"Do we want ""uuuu"" to carry over to the RDA? Or do we want to transform it to ""unknown""? Put a note instead that says ""Date unknown?"" -MCM 2021-12-14"
