,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,p,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,*, ,Undefined,*, ,,,a,Classification number (R),,,$a,Not a “serial-like item”,,,http://rdaregistry.info/Elements/w/P10256,has subject,structured description,,"""<work> rdawo:P10256 <ConceptLCC(value of $a)> .
<ConceptLCC(value of $a)> skos:notation ""value of $a""^^<SchemeNotationLCC> .
<ConceptLCC(value of $a)> skos:altLabel ""value of $a"" .
<ConceptLCC(value of $a)> skos:inScheme http://id.loc.gov/vocabulary/classSchemes/lcc . // tScheme(schemeCode) for 070 = http://id.loc.gov/vocabulary/classSchemes/ + “lcc”",,
1,p,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,*, ,Undefined,*, ,,,a,Classification number (R),,,$a,a “serial-like item”,,,http://rdaregistry.info/Elements/w/P10256,has subject,structured description,,"""<work> rdawo:P10256 <ConceptUSDA(value of $a)> .
<ConceptUSDA(value of $a)> skos:notation ""value of $a""^^<SchemeNotationLCC> .
<ConceptUSDA(value of $a)> skos:altLabel ""value of $a"".
<ConceptUSDA(value of $a)> skos:inScheme http://id.loc.gov/vocabulary/classSchemes/usda . // tScheme(schemeCode) for 070 = http://id.loc.gov/vocabulary/classSchemes/ + “usda”",,"[For 070, assume classification number before period and call number prefix after period, so concept for USDA scheme (call number prefix=""A""); this scheme is not registered in LoC list, and there is no presence on Google.]"
2,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,#,No information provided,Undefined,#,Undefined,,,a,Classification number (R),,,,,,,,,,,,,
3,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,#,No information provided,Series call number (SE) [OBSOLETE],0,No series involved,,,a,Classification number (R),,,,,,,,,,,,,
4,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,#,No information provided,Series call number (SE) [OBSOLETE],1,Main series,,,a,Classification number (R),,,,,,,,,,,,,
5,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,#,No information provided,Series call number (SE) [OBSOLETE],2,Subseries,,,a,Classification number (R),,,,,,,,,,,,,
6,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,#,No information provided,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,a,Classification number (R),,,,,,,,,,,,,
7,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,0,Item is in NAL,Undefined,#,Undefined,,,a,Classification number (R),,,,,,,,,,,,,
8,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,0,Item is in NAL,Series call number (SE) [OBSOLETE],0,No series involved,,,a,Classification number (R),,,,,,,,,,,,,
9,,70,NATIONAL AGRICULTURAL LIBRARY CALL NUMBER (R),Existence in NAL collection,0,Item is in NAL,Series call number (SE) [OBSOLETE],1,Main series,,,a,Classification number (R),,,,,,,,,,,,,
