,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",0,LC-based call number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
1,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",1,Complete LC class number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
2,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",2,Incomplete LC class number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
3,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",3,LC-based call number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
4,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",4,Complete LC class number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
5,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",5,Incomplete LC class number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
6,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",6,Other call number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
7,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",7,Other class number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
8,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",8,Other call number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
9,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,#,Information not provided,"Type, completeness, source of class/call number",9,Other class number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
10,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",0,LC-based call number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
11,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",1,Complete LC class number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
12,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",2,Incomplete LC class number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
13,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",3,LC-based call number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
14,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",4,Complete LC class number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
15,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",5,Incomplete LC class number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
16,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",6,Other call number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
17,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",7,Other class number assigned by LAC,,,a,Classification number (NR),,,,,,,,,,,,,
18,,55,CLASSIFICATION NUMBERS ASSIGNED IN CANADA (R),Existence in LAC collection,0,Work held by LAC,"Type, completeness, source of class/call number",8,Other call number assigned by the contributing library,,,a,Classification number (NR),,,,,,,,,,,,,
